Column1,Data,Dataset_name,Balance_Class,Balance_Sensitive,Fairness_cost_function,Dataset_training_size,Dataset_testing_size,Fairness_cost_multiplier,Dataset_fairness_Demographic_Parity,Report_DNN_Discriminator_Training_Accuracy,Report_DNN_Discriminator_Training_precision,Report_DNN_Discriminator_Training_recall,Report_DNN_Discriminator_Training_f1,Report_DNN_Discriminator_Testing_Accuracy,Report_DNN_Discriminator_Testing_precision,Report_DNN_Discriminator_Testing_recall,Report_DNN_Discriminator_Testing_f1,Report_Predictor_Training_Accuracy,Report_Predictor_Training_precision,Report_Predictor_Training_recall,Report_Predictor_Training_f1,Report_Predictor_Testing_Accuracy,Report_Predictor_Testing_precision,Report_Predictor_Testing_recall,Report_Predictor_Testing_f1,Report_Before_CatBoost_Prediction_Training_Accuracy,Report_Before_CatBoost_Prediction_Training_precision,Report_Before_CatBoost_Prediction_Training_recall,Report_Before_CatBoost_Prediction_Training_f1,Report_Before_CatBoost_Prediction_Testing_Accuracy,Report_Before_CatBoost_Prediction_Testing_precision,Report_Before_CatBoost_Prediction_Testing_recall,Report_Before_CatBoost_Prediction_Testing_f1,Report_After_CatBoost_Prediction_Training_Accuracy,Report_After_CatBoost_Prediction_Training_precision,Report_After_CatBoost_Prediction_Training_recall,Report_After_CatBoost_Prediction_Training_f1,Report_After_CatBoost_Prediction_Testing_Accuracy,Report_After_CatBoost_Prediction_Testing_precision,Report_After_CatBoost_Prediction_Testing_recall,Report_After_CatBoost_Prediction_Testing_f1,Report_Before_CatBoost_Sensitive_Training_Accuracy,Report_Before_CatBoost_Sensitive_Training_precision,Report_Before_CatBoost_Sensitive_Training_recall,Report_Before_CatBoost_Sensitive_Training_f1,Report_Before_CatBoost_Sensitive_Testing_Accuracy,Report_Before_CatBoost_Sensitive_Testing_precision,Report_Before_CatBoost_Sensitive_Testing_recall,Report_Before_CatBoost_Sensitive_Testing_f1,Report_After_CatBoost_Sensitive_Training_Accuracy,Report_After_CatBoost_Sensitive_Training_precision,Report_After_CatBoost_Sensitive_Training_recall,Report_After_CatBoost_Sensitive_Training_f1,Report_After_CatBoost_Sensitive_Testing_Accuracy,Report_After_CatBoost_Sensitive_Testing_precision,Report_After_CatBoost_Sensitive_Testing_recall,Report_After_CatBoost_Sensitive_Testing_f1,Fairness_Equal_Odd_Before_CatBoost_prediction_Training,Fairness_Equal_Odd_Before_CatBoost_prediction_Testing,Fairness_Equal_Odd_DNN_prediction_Training,Fairness_Equal_Odd_DNN_prediction_Testing,Fairness_Equal_Odd_After_CatBoost_prediction_Training,Fairness_Equal_Odd_After_CatBoost_prediction_Testing,Fairness_Equal_Opportunity_Before_CatBoost_prediction_Training,Fairness_Equal_Opportunity_Before_CatBoost_prediction_Testing,Fairness_Equal_Opportunity_DNN_prediction_Training,Fairness_Equal_Opportunity_DNN_prediction_Testing,Fairness_Equal_Opportunity_After_CatBoost_prediction_Training,Fairness_Equal_Opportunity_After_CatBoost_prediction_Testing,Fairness_Demographic_Parity_Before_CatBoost_prediction_Training,Fairness_Demographic_Parity_Before_CatBoost_prediction_Testing,Fairness_Demographic_Parity_DNN_prediction_Training,Fairness_Demographic_Parity_DNN_prediction_Testing,Fairness_Demographic_Parity_After_CatBoost_prediction_Training,Fairness_Demographic_Parity_After_CatBoost_prediction_Testing,Fairness_Treatment_Equality_Before_CatBoost_prediction_Training,Fairness_Treatment_Equality_Before_CatBoost_prediction_Testing,Fairness_Treatment_Equality_DNN_prediction_Training,Fairness_Treatment_Equality_DNN_prediction_Testing,Fairness_Treatment_Equality_After_CatBoost_prediction_Training,Fairness_Treatment_Equality_After_CatBoost_prediction_Testing
124,11/04/2024 4:06,German Credit,0,1,Demographic Parity,434,186,1,0.125806452,0.525345622,0.275988023,0.525345622,0.361869492,0.440860215,0.194357729,0.440860215,0.269780132,0.695852535,0.48421075,0.695852535,0.571052895,0.672043011,0.451641808,0.672043011,0.540227501,0.877880184,0.879959649,0.877880184,0.872320569,0.801075269,0.81499616,0.801075269,0.780398505,0.993087558,0.993155549,0.993087558,0.993064913,0.827956989,0.827306236,0.827956989,0.820146837,0.859447005,0.859592206,0.859447005,0.859294845,0.758064516,0.760358498,0.758064516,0.758663942,0.847926267,0.848683484,0.847926267,0.848016787,0.752688172,0.7652363,0.752688172,0.753375149,0.032245758,0.391958042,0.038961039,0.164801865,0.038961039,0.164801865,0.003674329,0.029487179,0,0,0,0.069230769,0.074007835,0.176829268,0,0,0.117995231,0.040103189,0.028571429,0.362470862,0,0,0.038961039,0.095571096
125,11/04/2024 4:06,German Credit,0,1,Demographic Parity,434,186,0.25,0.125806452,0.525345622,0.275988023,0.525345622,0.361869492,0.440860215,0.194357729,0.440860215,0.269780132,0.695852535,0.48421075,0.695852535,0.571052895,0.672043011,0.451641808,0.672043011,0.540227501,0.877880184,0.879959649,0.877880184,0.872320569,0.801075269,0.81499616,0.801075269,0.780398505,0.997695853,0.997703457,0.997695853,0.997693376,0.827956989,0.825998364,0.827956989,0.8213678,0.859447005,0.859592206,0.859447005,0.859294845,0.758064516,0.760358498,0.758064516,0.758663942,0.905529954,0.908938532,0.905529954,0.905072564,0.704301075,0.709601547,0.704301075,0.705306007,0.032245758,0.391958042,0.012987013,0.344755245,0.012987013,0.344755245,0.003674329,0.029487179,0,0,0,0.01025641,0.074007835,0.176829268,0,0,0.127703969,0.168386492,0.028571429,0.362470862,0,0,0.012987013,0.334498834
126,11/04/2024 4:06,German Credit,1,1,Demographic Parity,305,131,1,0,0.501639344,0.251642032,0.501639344,0.335156418,0.496183206,0.246197774,0.496183206,0.329101106,0.504918033,0.25494222,0.504918033,0.3388121,0.488549618,0.23868073,0.488549618,0.32068898,0.88852459,0.88852459,0.88852459,0.88852459,0.633587786,0.635486351,0.633587786,0.633203259,1,1,1,1,0.702290076,0.705350679,0.702290076,0.701803878,0.908196721,0.908817884,0.908196721,0.908155251,0.763358779,0.763392603,0.763358779,0.763331193,0.91147541,0.911495006,0.91147541,0.91147541,0.618320611,0.624616277,0.618320611,0.614232472,0.030593792,0.213414985,0,0.498763728,0,0.498763728,0.01585695,0.135874878,0,0,0,0.359726295,0.022918817,0.0997669,0,0,0.009803922,0.237296037,0.01585695,0.135874878,0,0,0,0.359726295
127,11/04/2024 4:06,German Credit,1,1,Demographic Parity,305,131,0.25,0,0.570491803,0.595466636,0.570491803,0.539155679,0.633587786,0.684300062,0.633587786,0.608008238,0.495081967,0.245106154,0.495081967,0.327883233,0.511450382,0.261581493,0.511450382,0.346133087,0.88852459,0.88852459,0.88852459,0.88852459,0.633587786,0.635486351,0.633587786,0.633203259,0.996721311,0.996742882,0.996721311,0.996721382,0.717557252,0.71932379,0.717557252,0.717392629,0.908196721,0.908817884,0.908196721,0.908155251,0.763358779,0.763392603,0.763358779,0.763331193,0.891803279,0.891817801,0.891803279,0.891800952,0.679389313,0.679631423,0.679389313,0.679351946,0.030593792,0.213414985,0.012820513,0.31197171,0.012820513,0.31197171,0.01585695,0.135874878,0,0,0.012820513,0.172043011,0.022918817,0.0997669,0,0,0.003267974,0.145454545,0.01585695,0.135874878,0,0,0.012820513,0.172043011
128,11/04/2024 4:07,German Credit,0,0,Demographic Parity,700,300,1,0.074801309,0.692857143,0.48005102,0.692857143,0.567148885,0.683333333,0.466944444,0.683333333,0.554785479,0.695714286,0.484018367,0.695714286,0.570872548,0.71,0.5041,0.71,0.589590643,0.831428571,0.837820364,0.831428571,0.816947519,0.73,0.702342193,0.73,0.695805066,0.88,0.888928953,0.88,0.872225236,0.673333333,0.632681313,0.673333333,0.64345191,0.785714286,0.792578626,0.785714286,0.758329274,0.713333333,0.701709402,0.713333333,0.653833139,0.748571429,0.791361823,0.748571429,0.686519617,0.696666667,0.681426906,0.696666667,0.608980611,0.083494772,0.101226551,0.094979875,0.130854978,0.094979875,0.130854978,0.004713259,0.06031746,0,0,0.010277812,0.063809524,0.067082234,0.041591784,0,0,0.027379525,0.028498074,0.078781513,0.06031746,0,0,0.084702063,0.067045455
129,11/04/2024 4:07,German Credit,0,0,Demographic Parity,700,300,0.25,0.074801309,0.692857143,0.48005102,0.692857143,0.567148885,0.683333333,0.466944444,0.683333333,0.554785479,0.695714286,0.484018367,0.695714286,0.570872548,0.71,0.5041,0.71,0.589590643,0.831428571,0.837820364,0.831428571,0.816947519,0.73,0.702342193,0.73,0.695805066,0.884285714,0.893475077,0.884285714,0.876930799,0.673333333,0.612120029,0.673333333,0.624629981,0.785714286,0.792578626,0.785714286,0.758329274,0.713333333,0.701709402,0.713333333,0.653833139,0.758571429,0.7797025,0.758571429,0.710636449,0.676666667,0.620501208,0.676666667,0.604073563,0.083494772,0.101226551,0.050052005,0.184801587,0.050052005,0.184801587,0.004713259,0.06031746,0,0,0.007080271,0.047301587,0.067082234,0.041591784,0,0,0.058882762,0.072657253,0.078781513,0.06031746,0,0,0.042971734,0.1375
130,11/04/2024 4:07,German Credit,1,0,Demographic Parity,420,180,1,0.043244093,0.680952381,0.463696145,0.680952381,0.551706462,0.727777778,0.529660494,0.727777778,0.613111826,0.507142857,0.257193878,0.507142857,0.341299932,0.483333333,0.233611111,0.483333333,0.314981273,0.885714286,0.885714286,0.885714286,0.885714286,0.788888889,0.788888889,0.788888889,0.788888889,0.980952381,0.980993437,0.980952381,0.980950653,0.772222222,0.772171367,0.772222222,0.772172936,0.852380952,0.85613528,0.852380952,0.844256065,0.811111111,0.806318083,0.811111111,0.791088049,0.845238095,0.859991445,0.845238095,0.832044901,0.744444444,0.713777617,0.744444444,0.696399368,0.141446638,0.14268528,0.009375104,0.142093412,0.009375104,0.142093412,0.100185529,0.08880597,0,0,0.001546073,0.053731343,0.087203841,0.008879888,0,0,0.017482517,0.016513476,0.100185529,0.08880597,0,0,0.007829031,0.088362069
131,11/04/2024 4:07,German Credit,1,0,Demographic Parity,420,180,0.25,0.043244093,0.680952381,0.463696145,0.680952381,0.551706462,0.727777778,0.529660494,0.727777778,0.613111826,0.507142857,0.257193878,0.507142857,0.341299932,0.483333333,0.233611111,0.483333333,0.314981273,0.885714286,0.885714286,0.885714286,0.885714286,0.788888889,0.788888889,0.788888889,0.788888889,0.995238095,0.995282392,0.995238095,0.995237663,0.722222222,0.722249824,0.722222222,0.721878225,0.852380952,0.85613528,0.852380952,0.844256065,0.811111111,0.806318083,0.811111111,0.791088049,0.84047619,0.851905438,0.84047619,0.827577763,0.755555556,0.732454324,0.755555556,0.714191065,0.141446638,0.14268528,0.007511638,0.189963973,0.007511638,0.189963973,0.100185529,0.08880597,0,0,0,0.181343284,0.087203841,0.008879888,0,0,0.017482517,0.128836267,0.100185529,0.08880597,0,0,0.007511638,0.181343284
132,11/04/2024 4:08,German Credit,0,1,Demographic Parity,434,186,1,0.067741935,0.516129032,0.266389178,0.516129032,0.351407001,0.462365591,0.21378194,0.462365591,0.292378242,0.343317972,0.11786723,0.343317972,0.175486717,0.258064516,0.066597294,0.258064516,0.105872622,0.884792627,0.893326265,0.884792627,0.879639114,0.73655914,0.724550313,0.73655914,0.729457208,0.98156682,0.981553057,0.98156682,0.981536772,0.806451613,0.801660402,0.806451613,0.803626528,0.868663594,0.870241725,0.868663594,0.868672659,0.709677419,0.710245975,0.709677419,0.709879664,0.870967742,0.87269704,0.870967742,0.870637342,0.655913978,0.661868853,0.655913978,0.656152706,0.072287483,0.101846692,0.070323355,0.346107321,0.070323355,0.346107321,0.007635468,0.067064083,0,0,0.020689655,0.06088993,0.071428571,0.042325581,0,0,0.06577381,0.05744186,0.064652015,0.067064083,0,0,0.0496337,0.285217391
133,11/04/2024 4:08,German Credit,0,1,Demographic Parity,434,186,0.25,0.067741935,0.516129032,0.266389178,0.516129032,0.351407001,0.462365591,0.21378194,0.462365591,0.292378242,0.343317972,0.11786723,0.343317972,0.175486717,0.258064516,0.066597294,0.258064516,0.105872622,0.884792627,0.893326265,0.884792627,0.879639114,0.73655914,0.724550313,0.73655914,0.729457208,1,1,1,1,0.827956989,0.822228623,0.827956989,0.824052467,0.868663594,0.870241725,0.868663594,0.868672659,0.709677419,0.710245975,0.709677419,0.709879664,0.889400922,0.889800548,0.889400922,0.889297312,0.666666667,0.676003735,0.666666667,0.66635831,0.072287483,0.101846692,0,0.096711499,0,0.096711499,0.007635468,0.067064083,0,0,0,0.021928891,0.071428571,0.042325581,0,0,0.06547619,0.034186047,0.064652015,0.067064083,0,0,0,0.074782609
134,11/04/2024 4:08,German Credit,1,1,Demographic Parity,305,131,1,0,0.527868852,0.560913612,0.527868852,0.45030445,0.465648855,0.388984922,0.465648855,0.349222601,0.485245902,0.235463585,0.485245902,0.31707017,0.534351145,0.285531146,0.534351145,0.372184877,0.908196721,0.908231466,0.908196721,0.908174982,0.740458015,0.740134558,0.740458015,0.740122926,0.996721311,0.996743316,0.996721311,0.996721594,0.778625954,0.780232349,0.778625954,0.777159294,0.881967213,0.882027851,0.881967213,0.881959599,0.694656489,0.707563849,0.694656489,0.690329467,0.862295082,0.862556316,0.862295082,0.862277317,0.572519084,0.572519084,0.572519084,0.572519084,0.010670408,0.020270755,0.013333333,0.425786177,0.013333333,0.425786177,0.005304555,0.018092105,0,0,0,0.228618421,0.029368765,0.038927739,0,0,0.049105607,0.085314685,0.005365854,0.018092105,0,0,0.013333333,0.228618421
135,11/04/2024 4:08,German Credit,1,1,Demographic Parity,305,131,0.25,0,0.501639344,0.251642032,0.501639344,0.335156418,0.496183206,0.246197774,0.496183206,0.329101106,0.514754098,0.264971782,0.514754098,0.349854517,0.465648855,0.216828856,0.465648855,0.295881043,0.908196721,0.908231466,0.908196721,0.908174982,0.740458015,0.740134558,0.740458015,0.740122926,1,1,1,1,0.832061069,0.832723929,0.832061069,0.832198466,0.881967213,0.882027851,0.881967213,0.881959599,0.694656489,0.707563849,0.694656489,0.690329467,0.921311475,0.921954671,0.921311475,0.921275929,0.648854962,0.649075709,0.648854962,0.648814036,0.010670408,0.020270755,0,0.239508084,0,0.239508084,0.005304555,0.018092105,0,0,0,0.144736842,0.029368765,0.038927739,0,0,0.04252666,0.0995338,0.005365854,0.018092105,0,0,0,0.144736842
136,11/04/2024 4:09,German Credit,0,0,Demographic Parity,700,300,1,0.074801309,0.698571429,0.789560597,0.698571429,0.57606313,0.676666667,0.781560758,0.676666667,0.549566725,0.698571429,0.488002041,0.698571429,0.574602908,0.703333333,0.494677778,0.703333333,0.580834964,0.838571429,0.847118856,0.838571429,0.824203369,0.726666667,0.700976035,0.726666667,0.694695194,0.865714286,0.882474773,0.865714286,0.853566702,0.65,0.584038462,0.65,0.601733077,0.811428571,0.821783212,0.811428571,0.789865079,0.67,0.627436029,0.67,0.617089606,0.725714286,0.76170068,0.725714286,0.642325123,0.663333333,0.562405498,0.663333333,0.553706533,0.01778579,0.103710348,0.146169786,0.123608421,0.146169786,0.123608421,0.006511281,0.005314626,0,0,0.008522727,0.056228741,0.036846582,0.050010103,0,0,0.008467368,0.059608002,0.01127451,0.098395722,0,0,0.137647059,0.067379679
137,11/04/2024 4:09,German Credit,0,0,Demographic Parity,700,300,0.25,0.074801309,0.697142857,0.486008163,0.697142857,0.572736893,0.673333333,0.453377778,0.673333333,0.54188579,0.301428571,0.090859184,0.301428571,0.13962992,0.296666667,0.088011111,0.296666667,0.135749786,0.838571429,0.847118856,0.838571429,0.824203369,0.726666667,0.700976035,0.726666667,0.694695194,0.9,0.910251631,0.9,0.893891257,0.68,0.625707533,0.68,0.631520997,0.811428571,0.821783212,0.811428571,0.789865079,0.67,0.627436029,0.67,0.617089606,0.762857143,0.780031911,0.762857143,0.717122449,0.683333333,0.669193667,0.683333333,0.585012176,0.01778579,0.103710348,0.050583779,0.23023232,0.050583779,0.23023232,0.006511281,0.005314626,0,0,0.005681818,0.074617347,0.036846582,0.050010103,0,0,0.06147541,0.10476864,0.01127451,0.098395722,0,0,0.044901961,0.155614973
138,11/04/2024 4:10,German Credit,1,0,Demographic Parity,420,180,1,0.05913952,0.647619048,0.526627081,0.647619048,0.53050118,0.627777778,0.506976744,0.627777778,0.519026268,0.50952381,0.259614512,0.50952381,0.343968755,0.477777778,0.228271605,0.477777778,0.308939014,0.866666667,0.867619826,0.866666667,0.866651549,0.733333333,0.747951725,0.733333333,0.731349206,0.992857143,0.992868969,0.992857143,0.992857426,0.783333333,0.788775721,0.783333333,0.783112593,0.861904762,0.868304333,0.861904762,0.855327178,0.733333333,0.724754635,0.733333333,0.724193548,0.826190476,0.83175981,0.826190476,0.815896631,0.7,0.686206897,0.7,0.673173391,0.051139935,0.028244546,0.016146696,0.143521583,0.016146696,0.143521583,0.018018018,0.014519056,0,0,0.008394758,0.141560799,0.079068945,0.026862027,0,0,0.079750574,0.05006105,0.033121917,0.014519056,0,0,0.008394758,0.141560799
139,11/04/2024 4:10,German Credit,1,0,Demographic Parity,420,180,0.25,0.05913952,0.65952381,0.434971655,0.65952381,0.524212612,0.65,0.4225,0.65,0.512121212,0.50952381,0.259614512,0.50952381,0.343968755,0.477777778,0.228271605,0.477777778,0.308939014,0.866666667,0.867619826,0.866666667,0.866651549,0.733333333,0.747951725,0.733333333,0.731349206,0.997619048,0.99763055,0.997619048,0.997619142,0.744444444,0.750351197,0.744444444,0.744065657,0.861904762,0.868304333,0.861904762,0.855327178,0.733333333,0.724754635,0.733333333,0.724193548,0.85952381,0.874605805,0.85952381,0.850201546,0.716666667,0.713,0.716666667,0.683907213,0.051139935,0.028244546,0.006756757,0.175678801,0.006756757,0.175678801,0.018018018,0.014519056,0,0,0.006756757,0.013914096,0.079068945,0.026862027,0,0,0.069147459,0.065934066,0.033121917,0.014519056,0,0,0.006756757,0.161764706
140,11/04/2024 4:10,German Credit,0,1,Demographic Parity,434,186,1,0.070967742,0.506912442,0.256960224,0.506912442,0.34104201,0.483870968,0.234131113,0.483870968,0.315568022,0.276497696,0.076450976,0.276497696,0.119782395,0.301075269,0.090646317,0.301075269,0.13934062,0.875576037,0.884567747,0.875576037,0.865070664,0.768817204,0.759278529,0.768817204,0.745740882,0.99078341,0.990899342,0.99078341,0.99073447,0.779569892,0.770010684,0.779569892,0.770345545,0.850230415,0.851028732,0.850230415,0.850081495,0.709677419,0.710468204,0.709677419,0.709744561,0.873271889,0.873510452,0.873271889,0.873275253,0.682795699,0.682706643,0.682795699,0.682731426,0.088578089,0.219682594,0.039160839,0.219941349,0.039160839,0.219941349,0.024242424,0.021821632,0,0,0,0.040796964,0.004502974,0.107638889,0,0,0.062701784,0.125,0.064335664,0.197860963,0,0,0.039160839,0.179144385
141,11/04/2024 4:10,German Credit,0,1,Demographic Parity,434,186,0.25,0.070967742,0.506912442,0.256960224,0.506912442,0.34104201,0.483870968,0.234131113,0.483870968,0.315568022,0.276497696,0.076450976,0.276497696,0.119782395,0.301075269,0.090646317,0.301075269,0.13934062,0.875576037,0.884567747,0.875576037,0.865070664,0.768817204,0.759278529,0.768817204,0.745740882,0.997695853,0.997703167,0.997695853,0.997692864,0.838709677,0.834702464,0.838709677,0.833790147,0.850230415,0.851028732,0.850230415,0.850081495,0.709677419,0.710468204,0.709677419,0.709744561,0.896313364,0.89655682,0.896313364,0.896316116,0.629032258,0.628779452,0.629032258,0.628742062,0.088578089,0.219682594,0.015384615,0.140115577,0.015384615,0.140115577,0.024242424,0.021821632,0,0,0,0.05455408,0.004502974,0.107638889,0,0,0.049065421,0.048611111,0.064335664,0.197860963,0,0,0.015384615,0.085561497
142,11/04/2024 4:11,German Credit,1,1,Demographic Parity,305,131,1,0,0.544262295,0.296221446,0.544262295,0.383641363,0.396946565,0.157566575,0.396946565,0.225587119,0.498360656,0.248363343,0.498360656,0.331513434,0.503816794,0.253831362,0.503816794,0.337582826,0.921311475,0.921954671,0.921311475,0.921275929,0.740458015,0.741237464,0.740458015,0.740155095,0.990163934,0.990184802,0.990163934,0.990163723,0.694656489,0.696516504,0.694656489,0.694121924,0.91147541,0.911663569,0.91147541,0.911321456,0.625954198,0.675247568,0.625954198,0.627044266,0.885245902,0.888072609,0.885245902,0.884453722,0.519083969,0.549657743,0.519083969,0.523359529,0.000173883,0.104514335,0.01644471,0.227474173,0.01644471,0.227474173,0.000173883,0.039473684,0,0,0.001738828,0.077067669,0.019329115,0.038704966,0,0,0.028863656,0.089824732,0.000173883,0.06504065,0,0,0.014705882,0.150406504
143,11/04/2024 4:11,German Credit,1,1,Demographic Parity,305,131,0.25,0,0.544262295,0.296221446,0.544262295,0.383641363,0.396946565,0.157566575,0.396946565,0.225587119,0.498360656,0.248363343,0.498360656,0.331513434,0.503816794,0.253831362,0.503816794,0.337582826,0.921311475,0.921954671,0.921311475,0.921275929,0.740458015,0.741237464,0.740458015,0.740155095,1,1,1,1,0.679389313,0.679389313,0.679389313,0.679389313,0.91147541,0.911663569,0.91147541,0.911321456,0.625954198,0.675247568,0.625954198,0.627044266,0.931147541,0.931415113,0.931147541,0.931027799,0.648854962,0.663415522,0.648854962,0.652393052,0.000173883,0.104514335,0,0.381693563,0,0.381693563,0.000173883,0.039473684,0,0,0,0.067669173,0.019329115,0.038704966,0,0,0.02283956,0.165774099,0.000173883,0.06504065,0,0,0,0.31402439
144,11/04/2024 4:11,German Credit,0,0,Demographic Parity,700,300,1,0.074801309,0.692857143,0.48005102,0.692857143,0.567148885,0.683333333,0.466944444,0.683333333,0.554785479,0.308571429,0.095216327,0.308571429,0.145527137,0.28,0.0784,0.28,0.1225,0.811428571,0.811718942,0.811428571,0.796702041,0.75,0.728561304,0.75,0.728315412,0.898571429,0.904619478,0.898571429,0.893683066,0.646666667,0.610532915,0.646666667,0.624348361,0.792857143,0.803809524,0.792857143,0.766022968,0.673333333,0.634392958,0.673333333,0.63523997,0.784285714,0.814751422,0.784285714,0.746284937,0.723333333,0.714909826,0.723333333,0.673136233,0.023725627,0.255698681,0.052942546,0.151841662,0.052942546,0.151841662,0.001893939,0.04880213,0,0,0.021780303,0.016563147,0.059362263,0.090115533,0,0,0.10179813,0.025160462,0.021831688,0.206896552,0,0,0.031162243,0.135278515
145,11/04/2024 4:11,German Credit,0,0,Demographic Parity,700,300,0.25,0.074801309,0.692857143,0.48005102,0.692857143,0.567148885,0.683333333,0.466944444,0.683333333,0.554785479,0.308571429,0.095216327,0.308571429,0.145527137,0.28,0.0784,0.28,0.1225,0.811428571,0.811718942,0.811428571,0.796702041,0.75,0.728561304,0.75,0.728315412,0.897142857,0.901205991,0.897142857,0.892727112,0.66,0.629,0.66,0.640614035,0.792857143,0.803809524,0.792857143,0.766022968,0.673333333,0.634392958,0.673333333,0.63523997,0.735714286,0.799554908,0.735714286,0.658784111,0.686666667,0.647919053,0.686666667,0.584279363,0.023725627,0.255698681,0.148050507,0.480081388,0.148050507,0.480081388,0.001893939,0.04880213,0,0,0.034090909,0.118012422,0.059362263,0.090115533,0,0,0.138479981,0.184852375,0.021831688,0.206896552,0,0,0.113959598,0.362068966
146,11/04/2024 4:12,German Credit,1,0,Demographic Parity,420,180,1,0.080646194,0.65,0.4225,0.65,0.512121212,0.755555556,0.570864198,0.755555556,0.650351617,0.478571429,0.229030612,0.478571429,0.309799862,0.55,0.3025,0.55,0.390322581,0.878571429,0.879344557,0.878571429,0.878350786,0.694444444,0.701086957,0.694444444,0.69517171,0.988095238,0.988108755,0.988095238,0.988096387,0.75,0.756793478,0.75,0.750595036,0.857142857,0.862267324,0.857142857,0.851187928,0.805555556,0.796551797,0.805555556,0.799592902,0.838095238,0.850526316,0.838095238,0.827739849,0.805555556,0.791561425,0.805555556,0.793138402,0.049164982,0.40950635,0.047585363,0.143259472,0.047585363,0.143259472,0.033613445,0.094691535,0,0,0.029411765,0.013629842,0.026164312,0.044786096,0,0,0.028257457,0.045454545,0.033613445,0.314814815,0,0,0.029411765,0.12962963
147,11/04/2024 4:12,German Credit,1,0,Demographic Parity,420,180,0.25,0.080646194,0.65,0.4225,0.65,0.512121212,0.755555556,0.570864198,0.755555556,0.650351617,0.521428571,0.271887755,0.521428571,0.357411133,0.45,0.2025,0.45,0.279310345,0.878571429,0.879344557,0.878571429,0.878350786,0.694444444,0.701086957,0.694444444,0.69517171,0.988095238,0.988103896,0.988095238,0.988093953,0.761111111,0.764550395,0.761111111,0.761680969,0.857142857,0.862267324,0.857142857,0.851187928,0.805555556,0.796551797,0.805555556,0.799592902,0.85,0.86028125,0.85,0.841673096,0.855555556,0.849530781,0.855555556,0.84720369,0.049164982,0.40950635,0.027408338,0.385062968,0.027408338,0.385062968,0.033613445,0.094691535,0,0,0.021892968,0.162840746,0.026164312,0.044786096,0,0,0.031397174,0.075534759,0.033613445,0.314814815,0,0,0.021892968,0.222222222
148,11/04/2024 4:12,German Credit,0,1,Demographic Parity,434,186,1,0.051612903,0.52764977,0.586392248,0.52764977,0.426623362,0.505376344,0.542114695,0.505376344,0.390298632,0.677419355,0.458896982,0.677419355,0.547146402,0.688172043,0.473580761,0.688172043,0.561057462,0.889400922,0.894020085,0.889400922,0.8847807,0.758064516,0.746395724,0.758064516,0.744825067,0.974654378,0.975568482,0.974654378,0.974368882,0.76344086,0.754918576,0.76344086,0.756729011,0.850230415,0.851451107,0.850230415,0.850075177,0.693548387,0.696682125,0.693548387,0.692669386,0.834101382,0.834528018,0.834101382,0.834030883,0.672043011,0.674010058,0.672043011,0.671444948,0.076248478,0.066666667,0.056277056,0.22514881,0.056277056,0.22514881,0.031515433,0,0,0,0,0.015625,0.039118247,0.015494912,0,0,0.044215087,0.070074006,0.044733045,0.066666667,0,0,0.056277056,0.20952381
149,11/04/2024 4:12,German Credit,0,1,Demographic Parity,434,186,0.25,0.051612903,0.555299539,0.559963979,0.555299539,0.547777128,0.505376344,0.504142429,0.505376344,0.493045982,0.322580645,0.104058273,0.322580645,0.157356412,0.311827957,0.097236675,0.311827957,0.148246078,0.889400922,0.894020085,0.889400922,0.8847807,0.758064516,0.746395724,0.758064516,0.744825067,0.993087558,0.99315738,0.993087558,0.99306767,0.827956989,0.825314073,0.827956989,0.8262082,0.850230415,0.851451107,0.850230415,0.850075177,0.693548387,0.696682125,0.693548387,0.692669386,0.873271889,0.875024612,0.873271889,0.873100059,0.693548387,0.702640705,0.693548387,0.690663149,0.076248478,0.066666667,0.038961039,0.19077381,0.038961039,0.19077381,0.031515433,0,0,0,0,0.03125,0.039118247,0.015494912,0,0,0.053601767,0.036771508,0.044733045,0.066666667,0,0,0.038961039,0.15952381
150,11/04/2024 4:13,German Credit,1,1,Demographic Parity,305,131,1,0,0.51147541,0.261607095,0.51147541,0.346161232,0.473282443,0.223996271,0.473282443,0.304077839,0.514754098,0.264971782,0.514754098,0.349854517,0.465648855,0.216828856,0.465648855,0.295881043,0.904918033,0.905262659,0.904918033,0.904846334,0.763358779,0.76465656,0.763358779,0.763607511,1,1,1,1,0.86259542,0.869176222,0.86259542,0.862659478,0.921311475,0.921311475,0.921311475,0.921311475,0.671755725,0.672919447,0.671755725,0.671985467,0.93442623,0.935041886,0.93442623,0.934371147,0.72519084,0.732756142,0.72519084,0.72471018,0.260196801,0.223240811,0,0.178889738,0,0.178889738,0.081384016,0.094155844,0,0,0,0.046536797,0.037515058,0.039504441,0,0,0.009163655,0.111968209,0.178812785,0.129084967,0,0,0,0.132352941
