Column1,Data,Dataset_name,Balance_Class,Balance_Sensitive,Fairness_cost_function,Dataset_training_size,Dataset_testing_size,Fairness_cost_multiplier,Dataset_fairness_Demographic_Parity,Report_DNN_Discriminator_Training_Accuracy,Report_DNN_Discriminator_Training_precision,Report_DNN_Discriminator_Training_recall,Report_DNN_Discriminator_Training_f1,Report_DNN_Discriminator_Testing_Accuracy,Report_DNN_Discriminator_Testing_precision,Report_DNN_Discriminator_Testing_recall,Report_DNN_Discriminator_Testing_f1,Report_Predictor_Training_Accuracy,Report_Predictor_Training_precision,Report_Predictor_Training_recall,Report_Predictor_Training_f1,Report_Predictor_Testing_Accuracy,Report_Predictor_Testing_precision,Report_Predictor_Testing_recall,Report_Predictor_Testing_f1,Report_Before_CatBoost_Prediction_Training_Accuracy,Report_Before_CatBoost_Prediction_Training_precision,Report_Before_CatBoost_Prediction_Training_recall,Report_Before_CatBoost_Prediction_Training_f1,Report_Before_CatBoost_Prediction_Testing_Accuracy,Report_Before_CatBoost_Prediction_Testing_precision,Report_Before_CatBoost_Prediction_Testing_recall,Report_Before_CatBoost_Prediction_Testing_f1,Report_After_CatBoost_Prediction_Training_Accuracy,Report_After_CatBoost_Prediction_Training_precision,Report_After_CatBoost_Prediction_Training_recall,Report_After_CatBoost_Prediction_Training_f1,Report_After_CatBoost_Prediction_Testing_Accuracy,Report_After_CatBoost_Prediction_Testing_precision,Report_After_CatBoost_Prediction_Testing_recall,Report_After_CatBoost_Prediction_Testing_f1,Report_Before_CatBoost_Sensitive_Training_Accuracy,Report_Before_CatBoost_Sensitive_Training_precision,Report_Before_CatBoost_Sensitive_Training_recall,Report_Before_CatBoost_Sensitive_Training_f1,Report_Before_CatBoost_Sensitive_Testing_Accuracy,Report_Before_CatBoost_Sensitive_Testing_precision,Report_Before_CatBoost_Sensitive_Testing_recall,Report_Before_CatBoost_Sensitive_Testing_f1,Report_After_CatBoost_Sensitive_Training_Accuracy,Report_After_CatBoost_Sensitive_Training_precision,Report_After_CatBoost_Sensitive_Training_recall,Report_After_CatBoost_Sensitive_Training_f1,Report_After_CatBoost_Sensitive_Testing_Accuracy,Report_After_CatBoost_Sensitive_Testing_precision,Report_After_CatBoost_Sensitive_Testing_recall,Report_After_CatBoost_Sensitive_Testing_f1,Fairness_Equal_Odd_Before_CatBoost_prediction_Training,Fairness_Equal_Odd_Before_CatBoost_prediction_Testing,Fairness_Equal_Odd_DNN_prediction_Training,Fairness_Equal_Odd_DNN_prediction_Testing,Fairness_Equal_Odd_After_CatBoost_prediction_Training,Fairness_Equal_Odd_After_CatBoost_prediction_Testing,Fairness_Equal_Opportunity_Before_CatBoost_prediction_Training,Fairness_Equal_Opportunity_Before_CatBoost_prediction_Testing,Fairness_Equal_Opportunity_DNN_prediction_Training,Fairness_Equal_Opportunity_DNN_prediction_Testing,Fairness_Equal_Opportunity_After_CatBoost_prediction_Training,Fairness_Equal_Opportunity_After_CatBoost_prediction_Testing,Fairness_Demographic_Parity_Before_CatBoost_prediction_Training,Fairness_Demographic_Parity_Before_CatBoost_prediction_Testing,Fairness_Demographic_Parity_DNN_prediction_Training,Fairness_Demographic_Parity_DNN_prediction_Testing,Fairness_Demographic_Parity_After_CatBoost_prediction_Training,Fairness_Demographic_Parity_After_CatBoost_prediction_Testing,Fairness_Treatment_Equality_Before_CatBoost_prediction_Training,Fairness_Treatment_Equality_Before_CatBoost_prediction_Testing,Fairness_Treatment_Equality_DNN_prediction_Training,Fairness_Treatment_Equality_DNN_prediction_Testing,Fairness_Treatment_Equality_After_CatBoost_prediction_Training,Fairness_Treatment_Equality_After_CatBoost_prediction_Testing
151,11/04/2024 4:13,German Credit,1,1,Demographic Parity,305,131,0.25,0,0.51147541,0.261607095,0.51147541,0.346161232,0.473282443,0.223996271,0.473282443,0.304077839,0.514754098,0.264971782,0.514754098,0.349854517,0.465648855,0.216828856,0.465648855,0.295881043,0.904918033,0.905262659,0.904918033,0.904846334,0.763358779,0.76465656,0.763358779,0.763607511,1,1,1,1,0.801526718,0.801390147,0.801526718,0.801270473,0.921311475,0.921311475,0.921311475,0.921311475,0.671755725,0.672919447,0.671755725,0.671985467,0.904918033,0.904949762,0.904918033,0.904924168,0.770992366,0.771619004,0.770992366,0.771126008,0.260196801,0.223240811,0,0.085264409,0,0.085264409,0.081384016,0.094155844,0,0,0,0.037878788,0.037515058,0.039504441,0,0,0.009163655,0.058906031,0.178812785,0.129084967,0,0,0,0.047385621
152,11/04/2024 4:13,German Credit,0,0,Demographic Parity,700,300,1,0.074801309,0.704285714,0.496018367,0.704285714,0.582083583,0.656666667,0.431211111,0.656666667,0.520576794,0.311428571,0.096987755,0.311428571,0.147911609,0.273333333,0.074711111,0.273333333,0.117347295,0.815714286,0.822230062,0.815714286,0.798838122,0.753333333,0.729223485,0.753333333,0.726025049,0.887142857,0.897073359,0.887142857,0.880302859,0.68,0.644757603,0.68,0.656713996,0.787142857,0.797009372,0.787142857,0.75482424,0.696666667,0.68905303,0.696666667,0.645603812,0.778571429,0.794034256,0.778571429,0.739328364,0.673333333,0.650856058,0.673333333,0.604257501,0.081383542,0.010529841,0.032856985,0.174357864,0.032856985,0.174357864,0.007579811,0.003916084,0,0,0.003299447,0.075151515,0.020822922,0.001577054,0,0,0.061312481,0.081908235,0.073803731,0.006613757,0,0,0.029557538,0.099206349
153,11/04/2024 4:13,German Credit,0,0,Demographic Parity,700,300,0.25,0.074801309,0.704285714,0.496018367,0.704285714,0.582083583,0.656666667,0.431211111,0.656666667,0.520576794,0.688571429,0.474130612,0.688571429,0.561576021,0.726666667,0.528044444,0.726666667,0.611634492,0.815714286,0.822230062,0.815714286,0.798838122,0.753333333,0.729223485,0.753333333,0.726025049,0.935714286,0.93775537,0.935714286,0.934146146,0.656666667,0.650096481,0.656666667,0.653214678,0.787142857,0.797009372,0.787142857,0.75482424,0.696666667,0.68905303,0.696666667,0.645603812,0.76,0.808298467,0.76,0.698393043,0.656666667,0.611823671,0.656666667,0.578553489,0.081383542,0.010529841,0.014639764,0.175818256,0.014639764,0.175818256,0.007579811,0.003916084,0,0,0.004637061,0.043543124,0.020822922,0.001577054,0,0,0.0911799,0.067468336,0.073803731,0.006613757,0,0,0.010002703,0.132275132
154,11/04/2024 4:14,German Credit,1,0,Demographic Parity,420,180,1,0.07977208,0.676190476,0.45723356,0.676190476,0.545562771,0.672222222,0.451882716,0.672222222,0.540457733,0.478571429,0.229030612,0.478571429,0.309799862,0.55,0.3025,0.55,0.390322581,0.89047619,0.890707398,0.89047619,0.890510999,0.677777778,0.683553525,0.677777778,0.678574963,0.988095238,0.988103896,0.988095238,0.988093953,0.688888889,0.696403411,0.688888889,0.689581016,0.854761905,0.858605884,0.854761905,0.847272589,0.733333333,0.724655553,0.733333333,0.70258467,0.814285714,0.822226891,0.814285714,0.798544974,0.711111111,0.694069233,0.711111111,0.674233765,0.116263064,0.232905822,0.008809405,0.206211462,0.008809405,0.206211462,0.092026737,0.118712274,0,0,0.002864646,0.019114688,0.080260978,0.155624037,0,0,0.062655344,0.037400196,0.092026737,0.118712274,0,0,0.005944759,0.187096774
155,11/04/2024 4:14,German Credit,1,0,Demographic Parity,420,180,0.25,0.07977208,0.676190476,0.45723356,0.676190476,0.545562771,0.672222222,0.451882716,0.672222222,0.540457733,0.521428571,0.271887755,0.521428571,0.357411133,0.45,0.2025,0.45,0.279310345,0.89047619,0.890707398,0.89047619,0.890510999,0.677777778,0.683553525,0.677777778,0.678574963,0.971428571,0.971576856,0.971428571,0.971414279,0.75,0.755,0.75,0.750626566,0.854761905,0.858605884,0.854761905,0.847272589,0.733333333,0.724655553,0.733333333,0.70258467,0.833333333,0.837979798,0.833333333,0.822614895,0.722222222,0.708901068,0.722222222,0.690192365,0.116263064,0.232905822,0.023775938,0.078141754,0.023775938,0.078141754,0.092026737,0.118712274,0,0,0.01563619,0.031690141,0.080260978,0.155624037,0,0,0.073840099,0.063034038,0.092026737,0.118712274,0,0,0.01563619,0.046451613
156,11/04/2024 4:14,German Credit,0,1,Demographic Parity,434,186,1,0.058064516,0.550691244,0.556032864,0.550691244,0.539721647,0.569892473,0.580675297,0.569892473,0.555023923,0.707373272,0.500376946,0.707373272,0.586136557,0.73655914,0.542519366,0.73655914,0.624821066,0.880184332,0.886046021,0.880184332,0.872650694,0.827956989,0.820473433,0.827956989,0.821210744,0.956221198,0.957428729,0.956221198,0.955369391,0.779569892,0.772926907,0.779569892,0.775619532,0.857142857,0.857264249,0.857142857,0.857130721,0.655913978,0.656202942,0.655913978,0.655754772,0.838709677,0.840561143,0.838709677,0.838490165,0.64516129,0.647619048,0.64516129,0.643678161,0.067091837,0.055887514,0.025384891,0.075188505,0.025384891,0.075188505,0.014710884,0.008749466,0,0,0.013605442,0.019632949,0.032258065,0.032258065,0,0,0.064516129,0.021505376,0.052380952,0.047138047,0,0,0.013605442,0.055555556
157,11/04/2024 4:14,German Credit,0,1,Demographic Parity,434,186,0.25,0.058064516,0.502304147,0.536299766,0.502304147,0.35015528,0.521505376,0.755494505,0.521505376,0.379418932,0.707373272,0.500376946,0.707373272,0.586136557,0.73655914,0.542519366,0.73655914,0.624821066,0.880184332,0.886046021,0.880184332,0.872650694,0.827956989,0.820473433,0.827956989,0.821210744,0.983870968,0.983846031,0.983870968,0.983852205,0.827956989,0.824011795,0.827956989,0.825534219,0.857142857,0.857264249,0.857142857,0.857130721,0.655913978,0.656202942,0.655913978,0.655754772,0.847926267,0.848192464,0.847926267,0.847897196,0.639784946,0.63980111,0.639784946,0.639774534,0.067091837,0.055887514,0.026924454,0.248209798,0.026924454,0.248209798,0.014710884,0.008749466,0,0,0.020408163,0.007469057,0.032258065,0.032258065,0,0,0.073732719,0.096774194,0.052380952,0.047138047,0,0,0.020408163,0.240740741
158,11/04/2024 4:15,German Credit,1,1,Demographic Parity,305,131,1,0,0.518032787,0.268357968,0.518032787,0.353560174,0.458015267,0.209777985,0.458015267,0.287758283,0.48852459,0.238656275,0.48852459,0.320661515,0.526717557,0.277431385,0.526717557,0.363435115,0.868852459,0.87092087,0.868852459,0.86852977,0.770992366,0.771619004,0.770992366,0.771126008,1,1,1,1,0.778625954,0.778669082,0.778625954,0.778236691,0.878688525,0.879289617,0.878688525,0.878523637,0.72519084,0.72919447,0.72519084,0.725671948,0.918032787,0.918782911,0.918032787,0.917921376,0.664122137,0.664122137,0.664122137,0.664122137,0.080713489,0.226585095,0,0.031896552,0,0.031896552,0.025641026,0.064516129,0,0,0,0,0.013519332,0.071126761,0,0,0.036941359,0.060798122,0.055072464,0.162068966,0,0,0,0.031896552
159,11/04/2024 4:15,German Credit,1,1,Demographic Parity,305,131,0.25,0,0.518032787,0.268357968,0.518032787,0.353560174,0.458015267,0.209777985,0.458015267,0.287758283,0.51147541,0.261607095,0.51147541,0.346161232,0.473282443,0.223996271,0.473282443,0.304077839,0.868852459,0.87092087,0.868852459,0.86852977,0.770992366,0.771619004,0.770992366,0.771126008,1,1,1,1,0.778625954,0.779358909,0.778625954,0.777845415,0.878688525,0.879289617,0.878688525,0.878523637,0.72519084,0.72919447,0.72519084,0.725671948,0.918032787,0.918252776,0.918032787,0.918053949,0.671755725,0.671371171,0.671755725,0.671524255,0.080713489,0.226585095,0,0.153809789,0,0.153809789,0.025641026,0.064516129,0,0,0,0.032258065,0.013519332,0.071126761,0,0,0.036941359,0.003286385,0.055072464,0.162068966,0,0,0,0.121551724
160,11/04/2024 4:15,German Credit,0,0,Demographic Parity,700,300,1,0.074801309,0.685714286,0.470204082,0.685714286,0.557869249,0.7,0.49,0.7,0.576470588,0.707142857,0.50005102,0.707142857,0.585833831,0.683333333,0.466944444,0.683333333,0.554785479,0.832857143,0.839936484,0.832857143,0.816579536,0.716666667,0.696613141,0.716666667,0.678078017,0.885714286,0.891429935,0.885714286,0.878901397,0.683333333,0.645671835,0.683333333,0.640204842,0.788571429,0.795786925,0.788571429,0.764201157,0.72,0.692115385,0.72,0.681047463,0.758571429,0.788065765,0.758571429,0.710812664,0.72,0.699542184,0.72,0.654508197,0.025495472,0.149184622,0.088802096,0.098163971,0.088802096,0.098163971,0.007847184,0.021971202,0,0,0.025936599,0.061817279,0.023484848,0.085714286,0,0,0.033522727,0.00952381,0.017648287,0.12721342,0,0,0.062865497,0.061817279
161,11/04/2024 4:15,German Credit,0,0,Demographic Parity,700,300,0.25,0.074801309,0.685714286,0.470204082,0.685714286,0.557869249,0.7,0.49,0.7,0.576470588,0.707142857,0.50005102,0.707142857,0.585833831,0.683333333,0.466944444,0.683333333,0.554785479,0.832857143,0.839936484,0.832857143,0.816579536,0.716666667,0.696613141,0.716666667,0.678078017,0.938571429,0.94015949,0.938571429,0.936991737,0.683333333,0.654030055,0.683333333,0.656192078,0.788571429,0.795786925,0.788571429,0.764201157,0.72,0.692115385,0.72,0.681047463,0.752857143,0.802038019,0.752857143,0.695576769,0.686666667,0.610638298,0.686666667,0.605149051,0.025495472,0.149184622,0.085590824,0.302419411,0.085590824,0.302419411,0.007847184,0.021971202,0,0,0.021263338,0.121151936,0.023484848,0.085714286,0,0,0.035227273,0.161904762,0.017648287,0.12721342,0,0,0.064327485,0.181267474
162,11/04/2024 4:16,German Credit,1,0,Demographic Parity,420,180,1,0.079354083,0.692857143,0.787419025,0.692857143,0.569572085,0.627777778,0.394104938,0.627777778,0.484224498,0.497619048,0.247624717,0.497619048,0.330691195,0.505555556,0.25558642,0.505555556,0.339524395,0.892857143,0.893558442,0.892857143,0.89279697,0.75,0.755718954,0.75,0.748892469,0.966666667,0.96683305,0.966666667,0.966662131,0.666666667,0.667161043,0.666666667,0.666584352,0.869047619,0.88058976,0.869047619,0.859507925,0.7,0.702338168,0.7,0.665508646,0.847619048,0.871868634,0.847619048,0.831119383,0.694444444,0.695814815,0.694444444,0.657661837,0.065227452,0.071998588,0.035979349,0.25153966,0.035979349,0.25153966,0.030112045,0.038665254,0,0,0.010037348,0.204978814,0.043501326,0.024567428,0,0,0.071883289,0.10976093,0.035115407,0.038665254,0,0,0.025942,0.204978814
163,11/04/2024 4:16,German Credit,1,0,Demographic Parity,420,180,0.25,0.079354083,0.69047619,0.47675737,0.69047619,0.564050973,0.627777778,0.394104938,0.627777778,0.484224498,0.497619048,0.247624717,0.497619048,0.330691195,0.505555556,0.25558642,0.505555556,0.339524395,0.892857143,0.893558442,0.892857143,0.89279697,0.75,0.755718954,0.75,0.748892469,0.997619048,0.997630385,0.997619048,0.997619061,0.694444444,0.696746585,0.694444444,0.693849409,0.869047619,0.88058976,0.869047619,0.859507925,0.7,0.702338168,0.7,0.665508646,0.871428571,0.884491681,0.871428571,0.861786873,0.672222222,0.680381944,0.672222222,0.61189985,0.065227452,0.071998588,0.013513514,0.227602345,0.013513514,0.227602345,0.030112045,0.038665254,0,0,0,0.084216102,0.043501326,0.024567428,0,0,0.089124668,0.13129045,0.035115407,0.038665254,0,0,0.013513514,0.143386243
164,11/04/2024 4:16,German Credit,0,1,Demographic Parity,434,186,1,0.04516129,0.516129032,0.266389178,0.516129032,0.351407001,0.462365591,0.21378194,0.462365591,0.292378242,0.32718894,0.107052603,0.32718894,0.161322325,0.301075269,0.090646317,0.301075269,0.13934062,0.910138249,0.915304184,0.910138249,0.906897693,0.795698925,0.787951097,0.795698925,0.784595605,0.995391705,0.995423054,0.995391705,0.995383228,0.827956989,0.832019116,0.827956989,0.829579162,0.873271889,0.873286747,0.873271889,0.873237523,0.693548387,0.711626048,0.693548387,0.691710477,0.85483871,0.855643363,0.85483871,0.854873395,0.623655914,0.632270112,0.623655914,0.62330777,0.205528846,0.135399562,0.002804487,0.072386426,0.002804487,0.072386426,0,0.028256705,0,0,0,0.000957854,0.098809524,0.03255814,0,0,0.04375,0.048837209,0.205528846,0.107142857,0,0,0.002804487,0.071428571
165,11/04/2024 4:16,German Credit,0,1,Demographic Parity,434,186,0.25,0.04516129,0.516129032,0.266389178,0.516129032,0.351407001,0.462365591,0.21378194,0.462365591,0.292378242,0.32718894,0.107052603,0.32718894,0.161322325,0.301075269,0.090646317,0.301075269,0.13934062,0.910138249,0.915304184,0.910138249,0.906897693,0.795698925,0.787951097,0.795698925,0.784595605,0.997695853,0.997703717,0.997695853,0.997693751,0.806451613,0.804614243,0.806451613,0.805430816,0.873271889,0.873286747,0.873271889,0.873237523,0.693548387,0.711626048,0.693548387,0.691710477,0.8640553,0.864502078,0.8640553,0.863905478,0.634408602,0.641637909,0.634408602,0.634408602,0.205528846,0.135399562,0.015625,0.156472359,0.015625,0.156472359,0,0.028256705,0,0,0,0.049329502,0.098809524,0.03255814,0,0,0.048214286,0.022325581,0.205528846,0.107142857,0,0,0.015625,0.107142857
166,11/04/2024 4:17,German Credit,1,1,Demographic Parity,305,131,1,0,0.531147541,0.28211771,0.531147541,0.368504932,0.427480916,0.182739934,0.427480916,0.256031351,0.491803279,0.241870465,0.491803279,0.324265898,0.519083969,0.269448167,0.519083969,0.354750854,0.891803279,0.891808498,0.891803279,0.891796297,0.732824427,0.733410378,0.732824427,0.732041427,1,1,1,1,0.679389313,0.679930248,0.679389313,0.679501467,0.878688525,0.879574517,0.878688525,0.878357105,0.648854962,0.695484822,0.648854962,0.64512025,0.918032787,0.918295489,0.918032787,0.918075198,0.633587786,0.654749069,0.633587786,0.634613194,0.123266141,0.391541792,0,0.435031635,0,0.435031635,0.016004316,0.17032967,0,0,0,0.15018315,0.028187862,0.14952381,0,0,0.04381421,0.18047619,0.107261825,0.221212121,0,0,0,0.284848485
167,11/04/2024 4:17,German Credit,1,1,Demographic Parity,305,131,0.25,0,0.531147541,0.28211771,0.531147541,0.368504932,0.427480916,0.182739934,0.427480916,0.256031351,0.508196721,0.258263908,0.508196721,0.342480399,0.480916031,0.231280228,0.480916031,0.312347525,0.891803279,0.891808498,0.891803279,0.891796297,0.732824427,0.733410378,0.732824427,0.732041427,1,1,1,1,0.755725191,0.756248332,0.755725191,0.755810641,0.878688525,0.879574517,0.878688525,0.878357105,0.648854962,0.695484822,0.648854962,0.64512025,0.91147541,0.911526506,0.91147541,0.911412274,0.65648855,0.684701927,0.65648855,0.65648855,0.123266141,0.391541792,0,0.212953713,0,0.212953713,0.016004316,0.17032967,0,0,0,0.031135531,0.028187862,0.14952381,0,0,0.04381421,0.02452381,0.107261825,0.221212121,0,0,0,0.181818182
168,11/04/2024 4:17,German Credit,0,0,Demographic Parity,700,300,1,0.074801309,0.688571429,0.474130612,0.688571429,0.561576021,0.693333333,0.480711111,0.693333333,0.567769029,0.724285714,0.524589796,0.724285714,0.608472009,0.643333333,0.413877778,0.643333333,0.503705206,0.822857143,0.833884089,0.822857143,0.798431705,0.726666667,0.751117006,0.726666667,0.683483596,0.89,0.90049152,0.89,0.881202253,0.683333333,0.684499378,0.683333333,0.623660898,0.784285714,0.798180824,0.784285714,0.754105585,0.71,0.68021375,0.71,0.665110354,0.754285714,0.79786001,0.754285714,0.698072293,0.676666667,0.609260606,0.676666667,0.60651413,0.027712737,0.140180295,0.054866289,0.094768938,0.054866289,0.094768938,0.008306344,0.024374348,0,0,0.011030673,0.077945777,0.021869885,0.015050167,0,0,0.07331836,0.049958194,0.019406393,0.115805947,0,0,0.043835616,0.077945777
169,11/04/2024 4:17,German Credit,0,0,Demographic Parity,700,300,0.25,0.074801309,0.688571429,0.474130612,0.688571429,0.561576021,0.693333333,0.480711111,0.693333333,0.567769029,0.724285714,0.524589796,0.724285714,0.608472009,0.643333333,0.413877778,0.643333333,0.503705206,0.822857143,0.833884089,0.822857143,0.798431705,0.726666667,0.751117006,0.726666667,0.683483596,0.862857143,0.875969443,0.862857143,0.848561039,0.643333333,0.600229469,0.643333333,0.561903568,0.784285714,0.798180824,0.784285714,0.754105585,0.71,0.68021375,0.71,0.665110354,0.705714286,0.771986672,0.705714286,0.602029658,0.686666667,0.479284116,0.686666667,0.564532279,0.027712737,0.140180295,0.013399747,0.081618054,0.013399747,0.081618054,0.008306344,0.024374348,0,0,0.004153172,0.038190824,0.021869885,0.015050167,0,0,0.044482089,0.010033445,0.019406393,0.115805947,0,0,0.009246575,0.04342723
170,11/04/2024 4:18,German Credit,1,0,Demographic Parity,420,180,1,0.16334283,0.673809524,0.454019274,0.673809524,0.542498137,0.677777778,0.459382716,0.677777778,0.547608536,0.5,0.25,0.5,0.333333333,0.5,0.25,0.5,0.333333333,0.833333333,0.833817785,0.833333333,0.833272843,0.705555556,0.705580936,0.705555556,0.705546467,0.964285714,0.964380486,0.964285714,0.964283892,0.7,0.71038961,0.7,0.69625,0.838095238,0.862903538,0.838095238,0.82164777,0.755555556,0.763425926,0.755555556,0.71982609,0.795238095,0.812164793,0.795238095,0.77137572,0.705555556,0.685424778,0.705555556,0.655988508,0.0533272,0.258155003,0.028391613,0.177761712,0.028391613,0.177761712,0.034090909,0.257142857,0,0,0.01461039,0.078571429,0.085476258,0.195308084,0,0,0.124809781,0.115884681,0.034090909,0.257142857,0,0,0.01461039,0.099190283
171,11/04/2024 4:18,German Credit,1,0,Demographic Parity,420,180,0.25,0.16334283,0.673809524,0.454019274,0.673809524,0.542498137,0.677777778,0.459382716,0.677777778,0.547608536,0.5,0.25,0.5,0.333333333,0.5,0.25,0.5,0.333333333,0.833333333,0.833817785,0.833333333,0.833272843,0.705555556,0.705580936,0.705555556,0.705546467,0.997619048,0.997630332,0.997619048,0.997619034,0.733333333,0.733795151,0.733333333,0.733201581,0.838095238,0.862903538,0.838095238,0.82164777,0.755555556,0.763425926,0.755555556,0.71982609,0.845238095,0.865301609,0.845238095,0.831308084,0.727777778,0.712041598,0.727777778,0.705840817,0.0533272,0.258155003,0.017857143,0.156506651,0.017857143,0.156506651,0.034090909,0.257142857,0,0,0.017857143,0.078571429,0.085476258,0.195308084,0,0,0.142709757,0.094403618,0.034090909,0.257142857,0,0,0.017857143,0.078571429
172,11/04/2024 4:18,German Credit,0,1,Demographic Parity,434,186,1,0.006451613,0.506912442,0.256960224,0.506912442,0.34104201,0.483870968,0.234131113,0.483870968,0.315568022,0.693548387,0.481009365,0.693548387,0.568049155,0.693548387,0.481009365,0.693548387,0.568049155,0.843317972,0.857860844,0.843317972,0.828357395,0.768817204,0.779352335,0.768817204,0.731413672,0.986175115,0.986445308,0.986175115,0.986083812,0.817204301,0.813128119,0.817204301,0.814203867,0.838709677,0.839983457,0.838709677,0.838469402,0.715053763,0.714980731,0.715053763,0.714830859,0.859447005,0.859593265,0.859447005,0.859405937,0.650537634,0.659385894,0.650537634,0.648030381,0.101772312,0.18685639,0.025396825,0.153380893,0.025396825,0.153380893,0.006534216,0.030528846,0,0,0,0.091346154,0.036703483,0.078472222,0,0,0.014953271,0.100694444,0.095238095,0.156327543,0,0,0.025396825,0.091346154
173,11/04/2024 4:18,German Credit,0,1,Demographic Parity,434,186,0.25,0.006451613,0.506912442,0.256960224,0.506912442,0.34104201,0.483870968,0.234131113,0.483870968,0.315568022,0.693548387,0.481009365,0.693548387,0.568049155,0.693548387,0.481009365,0.693548387,0.568049155,0.843317972,0.857860844,0.843317972,0.828357395,0.768817204,0.779352335,0.768817204,0.731413672,0.98156682,0.981773188,0.98156682,0.981445083,0.838709677,0.83542062,0.838709677,0.836062235,0.838709677,0.839983457,0.838709677,0.838469402,0.715053763,0.714980731,0.715053763,0.714830859,0.859447005,0.859542568,0.859447005,0.859453721,0.693548387,0.693677121,0.693548387,0.693592709,0.101772312,0.18685639,0.057460317,0.146184864,0.057460317,0.146184864,0.006534216,0.030528846,0,0,0.006666667,0.060576923,0.036703483,0.078472222,0,0,0.042608326,0.036111111,0.095238095,0.156327543,0,0,0.050793651,0.08560794
174,11/04/2024 4:19,German Credit,1,1,Demographic Parity,305,131,1,0,0.514754098,0.264971782,0.514754098,0.349854517,0.465648855,0.216828856,0.465648855,0.295881043,0.652459016,0.65827406,0.652459016,0.647969528,0.549618321,0.557824427,0.549618321,0.54421914,0.875409836,0.87634021,0.875409836,0.875270293,0.702290076,0.702510824,0.702290076,0.702359533,1,1,1,1,0.717557252,0.717443051,0.717557252,0.717458294,0.852459016,0.853994655,0.852459016,0.852108582,0.564885496,0.563636069,0.564885496,0.563964998,0.88852459,0.888548318,0.88852459,0.888498192,0.679389313,0.680230362,0.679389313,0.679651617,0.013416926,0.117316017,0,0.17987013,0,0.17987013,0.004170838,0.1,0.034534535,0.021428571,0,0.164285714,0.014374247,0.055269321,0.029652264,0.084309133,0.015923567,0.088056206,0.009246088,0.1,0.105618777,0.150649351,0,0.164285714
175,11/04/2024 4:19,German Credit,1,1,Demographic Parity,305,131,1,0,0.514754098,0.264971782,0.514754098,0.349854517,0.465648855,0.216828856,0.465648855,0.295881043,0.508196721,0.258263908,0.508196721,0.342480399,0.480916031,0.231280228,0.480916031,0.312347525,0.875409836,0.87634021,0.875409836,0.875270293,0.702290076,0.702510824,0.702290076,0.702359533,1,1,1,1,0.801526718,0.803114675,0.801526718,0.801572982,0.852459016,0.853994655,0.852459016,0.852108582,0.564885496,0.563636069,0.564885496,0.563964998,0.901639344,0.901639344,0.901639344,0.901639344,0.625954198,0.628649976,0.625954198,0.626390531,0.013416926,0.117316017,0,0.087878788,0,0.087878788,0.004170838,0.1,0,0,0,0.071428571,0.014374247,0.055269321,0,0,0.015923567,0.067447307,0.009246088,0.1,0,0,0,0.071428571
176,11/04/2024 4:19,German Credit,1,1,Demographic Parity,305,131,0.25,0,0.514754098,0.264971782,0.514754098,0.349854517,0.465648855,0.216828856,0.465648855,0.295881043,0.491803279,0.241870465,0.491803279,0.324265898,0.519083969,0.269448167,0.519083969,0.354750854,0.875409836,0.87634021,0.875409836,0.875270293,0.702290076,0.702510824,0.702290076,0.702359533,0.996721311,0.996743025,0.996721311,0.996721452,0.72519084,0.725080001,0.72519084,0.724966008,0.852459016,0.853994655,0.852459016,0.852108582,0.564885496,0.563636069,0.564885496,0.563964998,0.891803279,0.891892312,0.891803279,0.891761342,0.687022901,0.695997039,0.687022901,0.686621578,0.013416926,0.117316017,0.012345679,0.243290043,0.012345679,0.243290043,0.004170838,0.1,0,0,0.012345679,0.228571429,0.014374247,0.055269321,0,0,0.00955414,0.135128806,0.009246088,0.1,0,0,0.012345679,0.228571429
177,11/04/2024 4:19,German Credit,0,0,Demographic Parity,700,300,1,0.074801309,0.68,0.4624,0.68,0.55047619,0.713333333,0.508844444,0.713333333,0.593981842,0.702857143,0.494008163,0.702857143,0.58021093,0.693333333,0.480711111,0.693333333,0.567769029,0.81,0.811640938,0.81,0.79144186,0.733333333,0.714698163,0.733333333,0.702164502,0.921428571,0.926113461,0.921428571,0.91821561,0.716666667,0.695121551,0.716666667,0.696118428,0.785714286,0.79829744,0.785714286,0.759218352,0.72,0.686541159,0.72,0.684925847,0.738571429,0.78212514,0.738571429,0.676441212,0.703333333,0.590732976,0.703333333,0.600442833,0.082183155,0.145082379,0.057016175,0.167643159,0.057016175,0.167643159,0.00425317,0.024050633,0,0,0.016934998,0.072405063,0.009453782,0.094762008,0,0,0.055672269,0.115518366,0.077929985,0.121031746,0,0,0.040081177,0.095238095
